1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
Identifier,Key_Value_Driver,KVDName,Client,Country,Product,Channel,Parent_Category,Child_Category,Metrics,MonthCY,MonthLY,MTDCYplan,MTDDifferenceActuals,MTDDev%Actuals,Deviation metrics,3 mnths Avg CY,3 mnths Avg LY,Dev %,YTD 2015,YTD 2014,PlanYTD2015,DifferenceYTDActuals,YTDDev %Actuals,MTDDifferenceplan,MTDDev%plan,YTDDifferencePlan,YTDDev%plan,month,month-1,month-2,month-3,month-4,month-5,month-6,month-7,month-8,month-9,month-10,month-11,month-12,month-13,month-14,month-15,month-16,month-17,month-18,month-19,month-20,month-21,month-22,month-23,month-24,,,
Fortuna#LivebookMargins#PL#Livebook#,Livebook Margins,LivebookMargins,Fortuna,PL,Livebook,,Average Revenue per User,Margins,%,16.60%,16.00%,N/A,0.01,3.50%,Positive,0.15,0.15,1.00%,16.00%,14.80%,N/A,0.01,8.20%,N/A,N/A,N/A,N/A,16.60%,17.20%,15.10%,13.40%,17.20%,15.70%,18.50%,17.40%,13.40%,16.00%,14.70%,18.40%,16.00%,15.20%,13.90%,15.30%,15.40%,14.30%,14.10%,16.10%,13.10%,139361254.30%,116079265.60%,100126977.20%,102459707.20%,,,
Fortuna#PrematchStakeAmount#PL#Prematch#,Prematch Stake Amount,PrematchStakeAmount,Fortuna,PL,Prematch,,Average Revenue per User,Margins,PLN,26215547.52,21455603.27,N/A,4759944.25,22.20%,Positive,20131365.42,20414063.08,-1.40%,219073525.3,189261694.9,N/A,29811830.4,15.80%,N/A,N/A,N/A,N/A,26215547.52,23221461.37,18911557.31,18261077.57,27512954.48,27501864.89,28218197.71,24636211.73,24594652.76,25628989.74,25164550.66,23707265.41,21455603.27,20471047,19315538.98,21525033.14,19288575.14,21958203.53,23429729.54,21011863.49,20806100.85,2043,1776,1320,863,,,
Fortuna#PrematchStakeAmountShare#PL#Prematch#,Prematch Stake Amount Share,PrematchStakeAmountShare,Fortuna,PL,Prematch,,Average Revenue per User,Margins,%,79.30%,64.90%,N/A,0.14,22.20%,Positive,0.61,0.62,-1.40%,77.60%,82.50%,N/A,-0.05,-5.90%,N/A,N/A,N/A,N/A,79.30%,70.20%,57.20%,55.20%,83.20%,83.20%,85.30%,74.50%,74.40%,77.50%,76.10%,71.70%,64.90%,61.90%,58.40%,65.10%,58.30%,66.40%,70.90%,63.50%,62.90%,120000.00%,104200.00%,79700.00%,50000.00%,,,
Fortuna#PrematchNetGrossWin#PL#Prematch#,Prematch Net Gross Win,PrematchNetGrossWin,Fortuna,PL,Prematch,,,,PLN,8986299.42,6363489.14,N/A,2622810.28,41.20%,Positive,6113651.39,6454196,-5.30%,55937863.92,55509887.6,N/A,427976.32,0.80%,N/A,N/A,N/A,N/A,8986299.42,7992788.86,6191309.95,4156855.37,6809000.72,3173657.47,4888742.97,7078813.52,6660395.65,4832320.25,6994654.21,6374012.8,6363489.14,7773695.68,5225403.18,7470078.15,6448069.71,2664273.66,7928499.47,6217557.31,5418821.31,26715,25113,23384,20236,,,
Fortuna#PrematchRevenueShare#PL#Prematch#,Prematch Revenue Share,PrematchRevenueShare,Fortuna,PL,Prematch,,Average Revenue per User,Margins,%,88.90%,90.30%,N/A,-0.01,-1.60%,Positive,0.85,0.91,-6.30%,84.70%,90.00%,N/A,-0.05,-5.90%,N/A,N/A,N/A,N/A,88.90%,87.60%,85.30%,82.30%,85.30%,74.50%,78.10%,85.50%,86.10%,80.10%,88.40%,88.30%,90.30%,92.30%,89.70%,91.60%,90.00%,79.60%,92.30%,90.00%,89.90%,25724400.00%,23451200.00%,20318600.00%,17553800.00%,,,
Fortuna#PrematchMargins#PL#Prematch#,Prematch Margins,PrematchMargins,Fortuna,PL,Prematch,,Average Revenue per User,Margins,%,34.30%,29.70%,N/A,0.05,15.60%,Positive,0.3,0.32,-5.00%,25.50%,29.30%,N/A,-0.04,-12.90%,N/A,N/A,N/A,N/A,34.30%,34.40%,32.70%,22.80%,24.70%,11.50%,17.30%,28.70%,27.10%,18.90%,27.80%,26.90%,29.70%,38.00%,27.10%,34.70%,33.40%,12.10%,33.80%,29.60%,26.00%,4834700.00%,4363100.00%,3456300.00%,2687100.00%,,,
Fortuna#SinglesStakeAmount#PL#NA#,Singles Stake Amount,SinglesStakeAmount,Fortuna,PL,NA,,Average Revenue per User,Margins,PLN,6007134.54,4178701.94,N/A,1828432.6,43.80%,Positive,5837229.06,5058315.04,15.40%,56413920.2,43481073.83,N/A,12932846.37,29.70%,N/A,N/A,N/A,N/A,6007134.54,5563341.5,6036406.8,5911938.89,7237654.95,6043619.71,6366436.51,6193956.49,7053430.81,6533867.38,6024680.52,4817616.41,4178701.94,4300359.39,6695883.78,5577111.76,4515595.35,4834345.06,4755391.57,4156248.16,4467436.82,24602,23279,22009,19349,,,
Fortuna#SinglesStakeAmountShare#PL#NA#,Singles Stake Amount Share,SinglesStakeAmountShare,Fortuna,PL,NA,,Average Revenue per User,Margins,%,18.20%,12.60%,N/A,0.06,43.80%,Positive,0.18,0.15,15.40%,20.00%,18.90%,N/A,0.01,5.50%,N/A,N/A,N/A,N/A,18.20%,16.80%,18.30%,17.90%,21.90%,18.30%,19.30%,18.70%,21.30%,19.80%,18.20%,14.60%,12.60%,13.00%,20.30%,16.90%,13.70%,14.60%,14.40%,12.60%,13.50%,211300.00%,183400.00%,137500.00%,88700.00%,,,
Fortuna#SinglesNetGrossWin#PL#NA#,Singles Net Gross Win,SinglesNetGrossWin,Fortuna,PL,NA,,Average Revenue per User,Margins,PLN,758699.58,364040.24,N/A,394659.34,108.40%,Positive,587747.59,609164.47,-3.50%,6455184.61,4645156.23,N/A,1810028.38,39.00%,N/A,N/A,N/A,N/A,758699.58,661011.04,669959.12,432272.6,663666.19,729157.34,931885.87,807839.45,800693.43,647316.9,412910.46,351353.21,364040.24,326972.54,1136480.63,624615.79,640371.03,360709.11,380769.46,376723.09,434474.35,286796,260758,224554,192891,,,
Fortuna#SinglesMargins#PL#NA#,Singles Margins,SinglesMargins,Fortuna,PL,NA,,Average Revenue per User,Margins,%,12.63%,8.71%,N/A,0.04,45.00%,Positive,0.1,0.11,-9.00%,11.40%,10.70%,N/A,0.01,7.10%,N/A,N/A,N/A,N/A,12.60%,11.90%,11.10%,7.30%,9.20%,12.10%,14.60%,13.00%,11.40%,9.90%,6.90%,7.30%,8.70%,7.60%,17.00%,11.20%,14.20%,7.50%,8.00%,9.10%,9.70%,18.50%,15.70%,16.10%,19.00%,,,
Fortuna#CombiStakeAmount#PL#NA#,Combi Stake Amount,CombiStakeAmount,Fortuna,PL,NA,,Average Revenue per User,Margins,PLN,26982996.67,21542778.86,N/A,5440217.81,25.30%,Positive,21065872.34,19617640.33,7.40%,225803786.4,186076883.6,N/A,39726902.84,21.30%,N/A,N/A,N/A,N/A,26982996.67,24270334.12,19920865.99,19006416.91,27109845.39,28380721.49,29262614.42,25333235.39,25536756.05,26585466.43,25354724.3,23489159.74,21542778.86,20405449.92,16904692.2,20427462.28,19417158.67,21902963.2,23337073.52,21156483.93,20982821.01,0.15,0.12,0.13,0.14,,,
Fortuna#ComboStakeAmountShare#PL#NA#,Combo Stake Amount Share,ComboStakeAmountShare,Fortuna,PL,NA,,Average Revenue per User,Margins,%,81.60%,65.20%,N/A,0.16,25.30%,Positive,0.64,0.59,7.40%,80.00%,81.10%,N/A,-0.01,-1.30%,N/A,N/A,N/A,N/A,81.60%,73.40%,60.20%,57.50%,82.00%,85.80%,88.50%,76.60%,77.20%,80.40%,76.70%,71.00%,65.20%,61.70%,51.10%,61.80%,58.70%,66.20%,70.60%,64.00%,63.50%,5216.60%,4622.30%,4281.90%,5063.20%,,,
Fortuna#CombiNetGrossWin#PL#NA#,Combi Net Gross Win,CombiNetGrossWin,Fortuna,PL,NA,,Average Revenue per User,Margins,PLN,9352940.1,6684092.15,N/A,2668847.96,39.90%,Positive,6556252.08,6487437.08,1.10%,59604429.78,56833790.89,N/A,2770638.89,4.90%,N/A,N/A,N/A,N/A,9352940.1,8468083.3,6584981.39,4615691.54,7321340.57,3530278.68,5329228.84,7466840.65,6935044.7,5383294.34,7497914.47,6867058.13,6684092.15,8091946.79,4686272.31,7530283.82,6522861.37,2984913.38,8207213.51,6534942.64,5591264.93,27.49,30.06,28.82,29.35,,,
Fortuna#ComboMargins#PL#NA#,Combo Margins,ComboMargins,Fortuna,PL,NA,,Customer Model,Customer Model,%,34.66%,31.03%,N/A,0.04,11.70%,Positive,0.31,0.33,-6.30%,26.40%,30.50%,N/A,-0.04,-13.60%,N/A,N/A,N/A,N/A,34.70%,34.90%,33.10%,24.30%,27.00%,12.40%,18.20%,29.50%,27.20%,20.20%,29.60%,29.20%,31.00%,39.70%,27.70%,36.90%,33.60%,13.60%,35.20%,30.90%,26.60%,0.00%,0.00%,0.00%,0.00%,,,
Fortuna#StakeAmount#SK#NA#Overall,Stake Amount,StakeAmount,Fortuna,SK,NA,Overall,,,EUR,23873129.88,12096182.95,17854551.44,11776946.93,97.40%,Positive,20302422.62,11424603.46,77.70%,179641210.3,114788733.5,156475795,64852476.74,56.50%,6018578.44,33.70%,23165415.29,14.80%,23873129.88,22673000,18974000,19260267.87,23730820.67,20283059.99,20454416.71,15179236.99,15213278.14,14091024.36,14312128.39,14781691.56,12096182.95,11076997.02,11100630.42,11876093.09,13884572.52,12862436.1,14103738.74,13150449.85,14637632.82,71878.69,31729.93,26122.52,24532.78,,,
Fortuna#GrossWin#SK#NA#Overall,Gross Win,GrossWin,Fortuna,SK,NA,Overall,,,EUR,4076381.22,3118005.36,2969566.47,958375.86,30.70%,Positive,3434049.15,2923074.36,17.50%,31297208.02,28827893.97,26440586.23,2469314.05,8.60%,1106814.75,37.30%,4856621.79,18.40%,4076381.22,4082000,3373000,2847147.45,3520629.09,2852020.78,3017714.52,3725340.42,3802974.54,3779528.2,3812579.84,2921050.26,3118005.36,3238136.22,2413081.5,2999495.28,3888266,2238607.9,3522140.84,3709308.95,3700851.92,3865062.05,3926462.35,3194506.19,2811546.66,,,
Fortuna#BettingTax#SK#NA#Overall,Betting Tax,BettingTax,Fortuna,SK,NA,Overall,,,EUR,-1432387.79,-725770.98,-1071273.09,-706616.82,97.40%,Negative,-1218352.02,-685476.21,77.70%,-10779092.62,-6887324.01,-5741445.88,-3891768.6,56.50%,-361114.71,33.70%,-5037646.73,87.70%,-1432387.79,-1361000,-1138440,-1155616.07,-1423849.24,-1216983.6,-1227265,-910754.22,-912796.69,-845461.46,-858727.7,-886901.49,-725770.98,-664619.82,-666037.83,-712565.59,-833074.35,-771746.17,-846224.32,-789026.99,-878257.97,455850.15,509196.44,328687.48,277646.59,,,
Fortuna#NetGrossWin#SK#NA#Overall,Net Gross Win,NetGrossWin,Fortuna,SK,NA,Overall,Customer Model,Customer Model,EUR,2643993.43,2392234.38,1898293.39,251759.04,10.50%,Positive,2215697.13,2237598.15,-1.00%,20518115.41,21940569.96,17052038.53,-1422454.55,-6.50%,745700.04,39.30%,3466076.87,20.30%,2643993.43,2721000,2234560,1691531.38,2096779.85,1635037.18,1790449.52,2814586.2,2890177.85,2934066.74,2953852.14,2034148.76,2392234.38,2573516.4,1747043.67,2286929.7,3055191.64,1466861.74,2675916.51,2920281.96,2822593.95,9376642.05,9485290.35,8170906.32,6901127.65,,,
Fortuna#NetGamingRevenue#SK#NA#Overall,Net Gaming Revenue,NetGamingRevenue,Fortuna,SK,NA,Overall,,,EUR,2523676.61,2312887.01,1815811.64,210789.59,9.10%,Positive,2131707.21,2129475.62,0.10%,19530942.93,20881049.04,16236168.58,-1350106.11,-6.50%,707864.96,39.00%,3294774.34,20.30%,2523676.61,2618555.26,2170234,1606332.38,1943479.85,1519093.18,1677952.22,2674805.43,2796814,2850697.4,2883908.79,1967815.59,2312887.01,2502185.59,1573354.26,2175217.85,2737313.8,1402524.42,2574271.58,2831882.87,2771411.65,2338219.32,1802956.16,1652875.74,1930858.5,,,
Fortuna#NetContribution#SK#NA#Overall,Net Contribution,NetContribution,Fortuna,SK,NA,Overall,,,EUR,2404581.04,2231869.86,1702318.64,172711.17,7.70%,Positive,2016232.74,2030400,-0.70%,18289439.42,19769296.06,14950699.33,-1479856.64,-7.50%,702262.39,41.30%,3338740.08,22.30%,2404581.04,2523466.22,2080513.64,1444718.37,1670738.78,1451477.17,1519438.7,2516448.57,2678056.93,2708676.67,2782610.79,1867257.07,2231869.86,2405548.82,1453781.3,1993190.8,2521947.04,1327841.6,2502570.65,2636847.54,2695698.44,2338219.32,4566412.49,3629663.01,3134997.14,,,
Fortuna#EBITDA#SK#NA#Overall,EBITDA,EBITDA,Fortuna,SK,NA,Overall,,,EUR,982123.81,909462.01,350299.3,72661.8,8.00%,Positive,716320.85,851695.87,-15.90%,6905718.07,9491371.27,3699306.99,-2585653.2,-27.20%,631824.51,180.40%,3206411.08,86.70%,982123.81,1248000,862590.34,38372.22,476681.75,312526.03,71212.48,1383121.39,1531090.05,1238363.5,1602153.17,753229.31,909462.01,1320860.39,324765.2,705860.52,1590638.55,278575.05,1211540.26,1558873.42,1590795.87,452912.85,432665.76,243502.09,256047.5,,,
Fortuna#UniqueActivePlayers#SK#NA#Overall,Unique Active Players,UniqueActivePlayers,Fortuna,SK,NA,Overall,,,#,35303,30406,32897.51,4897,16.10%,Positive,27885.33,29206,-4.50%,295827,296166,306823.87,-339,-0.10%,2405.49,7.30%,-10996.87,-3.60%,35303,30785,26389,26482,37443,33525,35244,35850,34806,32178,33259,32916,30406,27962,29250,31911,40333,31938,33914,37871,32581,8604663.92,8845340.21,7735749.5,6577677.17,,,
Fortuna#Database#SK#NA#Overall,Database,Database,Fortuna,SK,NA,Overall,,,#,33626,29245,31771.11,4381,15.00%,Positive,26948,27863.67,-3.30%,278936,272353,291968.47,6583,2.40%,1854.89,5.80%,-13032.47,-4.50%,33626,29549,25598,25697,34193,31943,33213,32972,32145,30550,31510,31397,29245,26693,27653,30053,33638,30167,31755,32934,30215,2341156.61,1879486.84,1738061.13,1952457.59,,,
Fortuna#FirstTimeDepositors#SK#NA#Overall,First Time Depositors,FirstTimeDepositors,Fortuna,SK,NA,Overall,,,#,1677,1161,1126.4,516,44.40%,Positive,937.33,1342.33,-30.20%,16891,23813,14855.4,-6922,-29.10%,550.6,48.90%,2035.6,13.70%,1677,1236,791,785,3250,1582,2031,2878,2661,1628,1749,1519,1161,1269,1597,1858,6695,1771,2159,4937,2366,,,,,,,
Fortuna#ActivePlayerDays#SK#NA#Overall,Active Player Days,ActivePlayerDays,Fortuna,SK,NA,Overall,,,#,360301,299518,N/A,60783,20.30%,Positive,277529.67,283242,-2.00%,3095714,2960952,N/A,134762,4.60%,N/A,N/A,N/A,N/A,360301,308129,261115,263345,383497,356984,412394,361241,388708,338784,351237,359415,299518,284220,265988,308535,353618,328968,379120,366375,374610,,,,,,,
Fortuna#NetGrossWinPerUniqueActivePlayer#SK#NA#Overall,Net Gross Win Per Unique Active Player,NetGrossWinPerUniqueActivePlayer,Fortuna,SK,NA,Overall,Customer Model,Customer Model,EUR,74.89,78.68,57.7,-3.78,-4.80%,Negative,78.98,76.81,2.80%,69.36,74.08,55.58,-4.72,-6.40%,17.19,29.80%,13.78,24.80%,74.89,88.39,84.68,63.87,56,48.77,50.8,78.51,83.04,91.18,88.81,61.8,78.68,92.04,59.73,71.67,75.75,45.93,78.9,77.11,86.63,,,,,,,
Fortuna#StakeAmountPerActivePlayerDays#SK#NA#Overall,Stake Amount Per Active Player Days,StakeAmountPerActivePlayerDays,Fortuna,SK,NA,Overall,,,EUR,66.26,40.39,N/A,25.87,64.10%,Positive,73.13,40.36,81.20%,58.03,38.77,N/A,19.26,49.70%,N/A,N/A,N/A,N/A,66.26,73.58,72.67,73.14,61.88,56.82,49.6,42.02,39.14,41.59,40.75,41.13,40.39,38.97,41.73,38.49,39.26,39.1,37.2,35.89,39.07,,,,,,,
Fortuna#NetGrossWinMargin#SK#NA#Overall,Net Gross Win Margin,NetGrossWinMargin,Fortuna,SK,NA,Overall,Customer Model,Customer Model,%,11.10%,19.80%,10.60%,-0.09,-44.00%,Negative,0.11,0.2,-44.60%,11.40%,19.10%,10.90%,-0.08,-40.20%,0,4.20%,0.01,4.80%,11.08%,12.00%,11.78%,8.78%,8.84%,8.06%,8.75%,18.54%,19.00%,20.82%,20.64%,13.76%,19.78%,23.23%,15.74%,19.26%,22.00%,11.40%,18.97%,22.21%,19.28%,,,,,,,
Fortuna#PlayerYield#SK#NA#Overall,Player Yield,PlayerYield,Fortuna,SK,NA,Overall,,,EUR,71.49,76.07,60.21,-4.58,-6.00%,Negative,75.99,73.11,3.90%,66.02,70.5,52.92,-4.48,-6.40%,11.28,18.70%,13.1,24.80%,71.49,85.06,82.24,60.66,51.91,45.31,47.61,74.61,80.35,88.59,86.71,59.78,76.07,89.49,53.79,68.17,67.87,43.91,75.91,74.78,85.06,,,,,,,
Fortuna#PlayerChurnRate#SK#NA#Overall,Player Churn Rate,PlayerChurnRate,Fortuna,SK,NA,Overall,,,%,-9.23%,-4.59%,-4.96%,-0.05,101.10%,Positive,0.08,0.06,29.90%,3.70%,7.10%,3.90%,-0.03,-47.30%,-0.04,86.00%,0,-5.10%,-9.20%,-12.00%,3.30%,31.40%,-2.00%,9.40%,7.40%,5.30%,0.10%,8.10%,4.30%,-3.30%,-4.60%,8.70%,13.30%,25.50%,-5.30%,11.00%,16.10%,-1.10%,0.00%,,,,,,,
Fortuna#PlayerFrequency#SK#NA#Overall,Player Frequency,PlayerFrequency,Fortuna,SK,NA,Overall,,,Ratio,10.21,9.85,N/A,0.36,3.60%,Positive,9.95,9.7,2.50%,10.46,10,N/A,0.47,4.70%,N/A,N/A,N/A,N/A,10.21,10.01,9.89,9.94,10.24,10.65,11.7,10.08,11.17,10.53,10.56,10.92,9.85,10.16,9.09,9.67,8.77,10.3,11.18,9.67,11.5,,,,,,,
Fortuna#MultiChannelIndex#SK#NA#Overall,Multi Channel Index,MultiChannelIndex,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Frequency,Ratio,1.11,1.1,N/A,0.01,1.30%,Positive,1.11,1.09,1.50%,10.06,9.89,N/A,0.17,1.70%,N/A,N/A,N/A,N/A,1.11,1.11,1.11,1.11,1.12,1.12,1.13,1.12,1.12,1.11,1.11,1.11,1.1,1.09,1.09,1.09,1.1,1.1,1.1,1.1,1.11,,,,,,,
Fortuna#BonusCost#SK#NA#Overall,Bonus Cost,BonusCost,Fortuna,SK,NA,Overall,,,EUR,-120316.82,-79347.37,-82481.75,-40969.45,51.60%,Negative,83989.91,108122.53,-22.30%,-987172.48,-1059520.92,-815869.95,72348.44,-6.80%,-37835.07,45.90%,-171302.53,21.00%,120316.82,102444.74,64326,85199,153300,115944,112497.3,139780.77,93363.85,83369.34,69943.35,66333.17,79347.37,71330.81,173689.41,111711.85,317877.84,64337.32,101644.93,88399.09,51182.3,,,,,,,
Fortuna#BonusCostAs%OfNetGrossWin#SK#NA#Overall,Bonus Cost As % Of Net Gross Win,BonusCostAs%OfNetGrossWin,Fortuna,SK,NA,Overall,Customer Model,Customer Model,%,4.60%,3.30%,4.30%,0.01,37.20%,Positive,0.04,0.05,-27.10%,4.81%,4.83%,4.78%,0,-0.40%,0,4.70%,0,0.60%,4.60%,3.80%,2.90%,5.00%,7.30%,7.10%,6.30%,5.00%,3.20%,2.80%,2.40%,3.30%,3.30%,2.80%,9.90%,4.90%,10.40%,4.40%,3.80%,3.00%,1.80%,,,,,,,
Fortuna#BonusCostPerActiveCustomer#SK#NA#Overall,Bonus Cost Per Active Customer,BonusCostPerActiveCustomer,Fortuna,SK,NA,Overall,Customer Model,Customer Model,EUR,3.41,2.61,-2.51,0.8,30.60%,Positive,2.99,3.7,-19.10%,3.34,3.58,2.66,-0.24,-6.70%,5.92,-235.90%,0.68,25.50%,3.41,3.33,2.44,3.22,4.09,3.46,3.19,3.9,2.68,2.59,2.1,2.02,2.61,2.55,5.94,3.5,7.88,2.01,3,2.33,1.57,,,,,,,
Fortuna#AcquisitionAs%OfTotalBonus#SK#NA#Overall,Acquisition As % Of Total Bonus,AcquisitionAs%OfTotalBonus,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Reinvestment Rate,%,33.50%,25.00%,32.00%,0.09,34.10%,Positive,0.23,0.29,-22.20%,35.10%,52.60%,39.90%,-0.17,-33.20%,0.01,4.60%,-0.05,-12.10%,33.50%,25.00%,20.10%,22.40%,35.60%,31.60%,44.40%,36.30%,39.00%,32.20%,32.60%,27.80%,25.00%,19.40%,42.40%,40.00%,214.10%,28.20%,36.60%,31.50%,25.70%,,,,,,,
Fortuna#RetentionBonusAs%OfTotalBonus#SK#NA#Overall,Retention Bonus As % Of Total Bonus,RetentionBonusAs%OfTotalBonus,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Reinvestment Rate,%,62.70%,41.00%,59.90%,0.22,52.90%,Positive,0.37,0.46,-17.80%,54.80%,36.70%,53%,0.18,49.30%,0.03,4.60%,0.01,2.60%,62.70%,46.30%,28.40%,37.60%,73.60%,45.60%,45.60%,76.40%,33.50%,37.10%,25.50%,27.40%,41.00%,26.70%,69.00%,42.70%,37.70%,19.40%,42.50%,34.80%,9.50%,,,,,,,
Fortuna#MarketingSpend#SK#NA#Overall,Marketing Spend,MarketingSpend,Fortuna,SK,NA,Overall,,,EUR,-119095.57,-81017.15,-113493,-38078.42,47.00%,Negative,115474.47,99075.63,16.60%,-1241503.51,-1111752.98,-1285469.25,-129750.53,11.70%,-5602.57,4.90%,43965.74,-3.40%,119095.57,95089.04,89720.36,161614.01,272741.07,67616.01,158513.52,158356.86,118757.07,142020.73,101298,100558.52,81017.15,96636.77,119572.96,182027.05,215366.76,74682.82,71700.93,195035.33,75713.21,,,,,,,
Fortuna#MarketingSpendNon-Affiliate#SK#NA#Overall,Marketing Spend Non-Affiliate,MarketingSpendNon-Affiliate,Fortuna,SK,NA,Overall,Active Users,New Customers,EUR,-108522.17,-74618.01,-105793,-33904.16,45.40%,Positive,110438.15,92888.58,18.90%,-1126773.32,-1055562,-1213682.18,-71211.32,6.70%,-2729.17,2.60%,86908.86,-7.20%,108522.17,86421.34,73278.84,171614.27,223166.33,55429.99,149298.94,149133.66,109907.78,131695.41,96395.59,88534.25,74618.01,91621.02,112426.71,170069.67,205587.83,70552.15,65787.27,190604.63,74294.71,,,,,,,
Fortuna#MarketingSpendAffiliate#SK#NA#Overall,Marketing Spend Affiliate,MarketingSpendAffiliate,Fortuna,SK,NA,Overall,Active Users,New Customers,EUR,-10573.4,-6399.14,-7700,-4174.26,65.20%,Positive,5036.32,6187.05,-18.60%,-114730.19,-56190.98,-71787.07,-58539.21,104.20%,-2873.4,37.30%,-42943.12,59.80%,10573.4,8667.7,16441.52,-10000.26,49574.74,12186.02,9214.58,9223.2,8849.29,10325.32,4902.41,12024.27,6399.14,5015.75,7146.25,11957.38,9778.93,4130.67,5913.66,4430.7,1418.5,,,,,,,
Fortuna#AffiliateCostAs%OfNetGrossWin#SK#NA#Overall,Affiliate Cost As % Of Net Gross Win,AffiliateCostAs%OfNetGrossWin,Fortuna,SK,NA,Overall,Active Users,New Customers,%,0,0,N/A,0,49.50%,Positive,0,0,-46.90%,5.10%,2.40%,N/A,0.03,111.70%,N/A,N/A,N/A,N/A,0.40%,0.30%,0.70%,-0.60%,2.40%,0.70%,0.50%,0.30%,0.30%,0.40%,0.20%,0.60%,0.30%,0.20%,0.40%,0.50%,0.30%,0.30%,0.20%,0.20%,0.10%,,,,,,,
Fortuna#AverageCostPerAcquisition(CPA)#SK#NA#Overall,Average Cost Per Acquisition (CPA),AverageCostPerAcquisition(CPA),Fortuna,SK,NA,Overall,Active Users,New Customers,EUR,95.03,86.84,N/A,8.19,9.40%,Positive,152.54,98.3,55.20%,952.9,736.28,N/A,216.62,29.40%,N/A,N/A,N/A,N/A,95.03,97.67,129.73,230.23,100.7,65.93,102.63,72.67,58.32,103.7,70.95,78.33,86.84,87.06,120.99,121.99,133.82,52.42,50.45,45.15,37.56,,,,,,,
Fortuna#PVToCPARatio(24monthsvalue)#SK#NA#Overall,PV To CPA Ratio (24 months value),PVToCPARatio(24monthsvalue),Fortuna,SK,NA,Overall,Average Revenue per User,Customer Mix,Ratio,4.27,4.56,N/A,-0.29,-6.40%,Negative,6,3.54,69.50%,52.36,40.87,N/A,11.49,28.10%,N/A,N/A,N/A,N/A,4.27,6.19,8.65,3.16,3.94,7.53,4.13,7.4,7.09,4.53,5.45,5.83,4.56,4.2,1.85,2.82,1.95,3.96,6.76,5.29,9.48,,,,,,,
Fortuna#PlayerValueM1#SK#NA#Overall,Player Value M1,PlayerValueM1,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Mix,EUR,31.23,43.48,N/A,-12.26,-28.20%,Negative,63,36.09,74.60%,394.84,300.12,N/A,94.73,31.60%,N/A,N/A,N/A,N/A,31.23,46.52,86.41,56.07,30.52,38.23,32.61,41.41,31.84,51.53,42.47,50.15,43.48,40.18,24.61,37.74,28.61,22.76,37.46,26.21,39.06,,,,,,,
Fortuna#PlayerValueM3#SK#NA#Overall,Player Value M3,PlayerValueM3,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Mix,EUR,66.18,97.07,N/A,-30.89,-31.80%,Negative,107.42,75.21,42.80%,801.51,653.67,N/A,147.84,22.60%,N/A,N/A,N/A,N/A,66.18,76.03,131.25,114.97,61.75,81.72,97.88,87.77,83.96,117.96,93.88,108.41,97.07,79.75,48.8,56.31,44.97,79.49,73.36,60.54,113.38,,,,,,,
Fortuna#PlayerValueM6#SK#NA#Overall,Player Value M6,PlayerValueM6,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Mix,EUR,130.37,144.22,N/A,-13.85,-9.60%,Negative,263.02,115.43,127.90%,1611.37,995.58,N/A,615.79,61.90%,N/A,N/A,N/A,N/A,130.37,194.23,360.75,234.1,92.76,159.61,168.16,137.29,134.1,172.59,140.81,136.69,144.22,121.18,80.91,99,69.2,121.09,100.99,91.36,167.63,,,,,,,
Fortuna#PlayerValueM12#SK#NA#Overall,Player Value M12,PlayerValueM12,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Mix,EUR,229.82,225.4,N/A,4.42,2.00%,Positive,463.67,188.69,145.70%,2905.97,1623.07,N/A,1282.9,79.00%,N/A,N/A,N/A,N/A,229.82,342.39,635.95,412.67,224.65,281.37,240.01,304.8,234.31,266.03,219.23,85.67,225.4,206.55,134.13,172.35,105.11,200.41,172.21,145.9,261.02,,,,,,,
Fortuna#PlayerValueM24#SK#NA#Overall,Player Value M24,PlayerValueM24,Fortuna,SK,NA,Overall,Average Revenue per User,Customer Mix,EUR,405.57,396.15,N/A,9.42,2.40%,Positive,818.27,328.78,148.90%,5128.37,2734.12,N/A,2394.26,87.60%,N/A,N/A,N/A,N/A,405.57,604.24,1122.3,728.28,396.45,496.55,423.56,537.9,413.51,469.48,386.89,456.92,396.15,366.01,224.19,343.81,260.68,207.39,341.24,238.78,355.87,,,,,,,
Fortuna#M3RetentionRate#SK#NA#Overall,M3 Retention Rate ,M3RetentionRate,Fortuna,SK,NA,Overall,Active Users,Database,%,36.40%,39.60%,N/A,-0.03,-7.90%,Negative,0.41,0.31,32.30%,3.28,3.15,N/A,0.12,3.90%,N/A,N/A,N/A,N/A,0.36,0.36,0.42,0.43,0.22,0.37,0.48,0.29,0.34,0.42,0.4,0.43,0.4,0.27,0.26,0.28,0.19,0.38,0.47,0.35,0.56,,,,,,,
